NOC_2016,ER_Code,Low_Wage_2016,Median_Wage_2016,High_Wage_2016,Low_Wage_2020,Median_Wage_2020,High_Wage_2020,Province,NOC_Title_2016
0012,ER00,19.78,45.45,79.33,27.47,53.85,90.66,National,senior government managers and officials
0012,ER1110,15.0,32.42,67.03,15.0,43.59,84.62,Prince Edward Island,senior government managers and officials
0012,ER12,15.0,32.42,67.03,15.0,43.59,84.62,Nova Scotia,senior government managers and officials
0012,ER13,15.0,32.42,67.03,15.0,43.59,84.62,New Brunswick,senior government managers and officials
0012,ER24,23.0,50.0,85.47,27.47,42.31,72.77,Quebec,senior government managers and officials
0012,ER2435,23.0,50.0,85.47,27.47,42.31,72.77,Quebec,senior government managers and officials
0012,ER35,25.96,50.48,84.62,28.0,55.0,93.41,Ontario,senior government managers and officials
0012,ER3530,25.96,50.48,84.62,28.0,55.0,93.41,Ontario,senior government managers and officials
0012,ER46,25.64,48.08,69.23,21.95,47.28,62.32,Manitoba,senior government managers and officials
0012,ER47,16.0,37.45,60.1,17.54,38.46,81.25,Saskatchewan,senior government managers and officials
0013,ER00,21.33,46.15,75.9,28.41,57.69,92.31,National,"senior managers - financial, communications and other business services"
0013,ER10,23.73,48.08,74.52,19.85,42.95,76.92,Newfoundland and Labrador,"senior managers - financial, communications and other business services"
0013,ER12,25.96,48.08,71.79,19.63,41.18,79.49,Nova Scotia,"senior managers - financial, communications and other business services"
0013,ER1250,25.96,48.08,71.79,19.85,40.87,72.12,Nova Scotia,"senior managers - financial, communications and other business services"
0013,ER24,21.33,44.62,76.92,25.64,42.75,96.15,Quebec,"senior managers - financial, communications and other business services"
0013,ER2435,20.0,50.0,64.9,25.64,42.75,96.15,Quebec,"senior managers - financial, communications and other business services"
0013,ER2460,21.33,44.62,76.92,25.64,42.75,96.15,Quebec,"senior managers - financial, communications and other business services"
0013,ER35,19.23,49.04,76.92,28.5,57.69,88.94,Ontario,"senior managers - financial, communications and other business services"
0013,ER3510,19.23,49.04,76.92,33.65,61.54,97.44,Ontario,"senior managers - financial, communications and other business services"
0013,ER3530,20.63,47.18,76.92,29.58,58.97,88.94,Ontario,"senior managers - financial, communications and other business services"
0013,ER3550,19.23,49.04,76.92,28.5,57.69,88.94,Ontario,"senior managers - financial, communications and other business services"
0013,ER47,29.62,52.31,72.12,32.0,57.44,86.05,Saskatchewan,"senior managers - financial, communications and other business services"
0013,ER4710,29.62,52.31,72.12,32.0,53.78,62.5,Saskatchewan,"senior managers - financial, communications and other business services"
0013,ER48,17.31,46.15,83.33,30.0,68.4,97.44,Alberta,"senior managers - financial, communications and other business services"
0013,ER4830,17.31,46.15,83.33,30.0,68.4,97.44,Alberta,"senior managers - financial, communications and other business services"
0013,ER4860,21.830751,45.997847,103.69607,48.08,72.12,100.0,Alberta,"senior managers - financial, communications and other business services"
0013,ER59,18.0,48.6,74.52,31.25,64.1,96.15,British Columbia,"senior managers - financial, communications and other business services"
0013,ER5910,20.0,42.195854,90.961463,31.25,64.1,96.15,British Columbia,"senior managers - financial, communications and other business services"
0013,ER5920,23.08,48.08,72.12,30.0,64.1,96.15,British Columbia,"senior managers - financial, communications and other business services"
0015,ER24,16.78,31.096165,73.908119,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2415,16.78,31.096165,73.908119,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2420,16.44,27.217213,58.953718,18.25,34.95,74.66,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2435,16.0,34.254244,75.557254,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2445,17.89,37.478762,70.397608,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2455,20.41,37.478762,74.957524,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2460,16.78,31.096165,73.908119,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2470,16.78,31.096165,73.908119,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0015,ER2480,16.78,31.096165,73.908119,19.25,36.06,82.96,Quebec,"senior managers - trade, broadcasting and other services, n.e.c."
0016,ER48,30.35,58.17,95.0,27.61,58.48,106.9,Alberta,"senior managers - construction, transportation, production and utilities"
0016,ER4830,30.35,57.44,95.0,32.78,68.23,113.62,Alberta,"senior managers - construction, transportation, production and utilities"
0016,ER4860,30.35,58.17,95.0,26.72,52.94,93.0,Alberta,"senior managers - construction, transportation, production and utilities"
0111,ER00,21.15,40.87,64.29,26.54,48.08,71.43,National,financial managers
0111,ER10,20.51,42.0,57.69,26.44,43.48,72.12,Newfoundland and Labrador,financial managers
0111,ER1030,20.51,42.0,57.69,26.44,43.48,72.12,Newfoundland and Labrador,financial managers
0111,ER1110,17.81,33.33,57.69,25.35,38.46,66.67,Prince Edward Island,financial managers
0111,ER12,18.27,43.59,64.29,28.0,46.7,61.54,Nova Scotia,financial managers
0111,ER1250,20.88,47.12,64.29,33.97,52.88,61.54,Nova Scotia,financial managers
0111,ER13,20.43,41.32,60.1,26.44,44.1,57.69,New Brunswick,financial managers
0111,ER1320,20.43,41.32,60.1,30.29,44.87,48.72,New Brunswick,financial managers
0111,ER1330,20.43,41.32,60.1,15.0,40.87,57.69,New Brunswick,financial managers
0111,ER1340,20.43,41.32,60.1,26.44,44.1,57.69,New Brunswick,financial managers
0111,ER24,20.69,37.02,57.69,26.92,41.76,67.87,Quebec,financial managers
0111,ER2420,20.69,38.46,52.2,26.92,41.76,67.87,Quebec,financial managers
0111,ER2425,20.69,37.02,57.69,25.0,38.46,60.0,Quebec,financial managers
0111,ER2435,25.0,45.0,71.79,25.0,41.03,65.38,Quebec,financial managers
0111,ER2440,23.0,35.16,43.27,26.92,41.76,67.87,Quebec,financial managers
0111,ER2445,20.69,37.02,57.69,26.92,41.76,67.87,Quebec,financial managers
0111,ER2450,20.69,37.02,57.69,26.92,41.76,67.87,Quebec,financial managers
0111,ER2455,20.69,37.02,57.69,26.92,41.76,67.87,Quebec,financial managers
0111,ER2460,20.69,37.02,57.69,26.92,41.76,67.87,Quebec,financial managers
0111,ER2465,20.69,37.02,57.69,26.92,41.76,67.87,Quebec,financial managers
0111,ER35,23.08,43.75,70.51,26.32,49.04,71.0,Ontario,financial managers
0111,ER3510,23.32,45.6,62.5,33.33,52.31,75.0,Ontario,financial managers
0111,ER3530,23.08,46.67,76.15,25.52,49.45,69.23,Ontario,financial managers
0111,ER3540,24.0,43.59,58.97,24.04,43.27,74.52,Ontario,financial managers
0111,ER46,22.0,36.06,60.1,22.0,45.67,65.87,Manitoba,financial managers
0111,ER4610,22.0,36.06,60.1,22.0,45.67,65.87,Manitoba,financial managers
0111,ER4650,21.63,36.06,60.1,22.0,47.6,62.5,Manitoba,financial managers
0111,ER47,28.0,43.27,60.46,35.1,52.88,72.31,Saskatchewan,financial managers
0111,ER4710,28.0,43.27,60.46,30.72,50.0,72.12,Saskatchewan,financial managers
0111,ER4730,28.0,43.27,60.46,45.19,53.47,74.52,Saskatchewan,financial managers
0111,ER48,23.08,45.07,72.65,32.0,52.46,88.94,Alberta,financial managers
0111,ER4830,21.0,45.67,81.73,31.32,56.25,96.15,Alberta,financial managers
0111,ER4860,27.2,41.15,56.04,38.0,52.88,82.05,Alberta,financial managers
0111,ER4870,25.0,45.06,73.07,35.3,50.0,81.73,Alberta,financial managers
0111,ER59,18.97,39.9,62.5,25.0,44.23,67.31,British Columbia,financial managers
0111,ER5920,18.0,40.87,67.31,24.04,44.0,67.31,British Columbia,financial managers
0111,ER5930,18.97,39.9,62.5,25.0,44.23,67.31,British Columbia,financial managers
0111,ER5950,18.97,39.9,62.5,25.64,42.31,50.55,British Columbia,financial managers
0112,ER00,22.0,40.0,62.5,25.71,47.69,70.64,National,human resources managers
0112,ER10,32.05,41.03,66.67,28.85,44.97,72.0,Newfoundland and Labrador,human resources managers
0112,ER1110,22.56,38.46,59.35,28.85,44.97,72.0,Prince Edward Island,human resources managers
0112,ER12,23.08,38.46,53.67,28.85,42.05,57.44,Nova Scotia,human resources managers
0112,ER1210,23.08,38.46,53.67,28.85,42.05,57.44,Nova Scotia,human resources managers
0112,ER1220,23.08,38.46,53.67,28.85,42.05,57.44,Nova Scotia,human resources managers
0112,ER1250,23.08,40.0,57.69,28.85,46.82,60.0,Nova Scotia,human resources managers
0112,ER13,20.67,33.65,54.48,31.32,43.27,72.12,New Brunswick,human resources managers
0112,ER1320,20.67,33.65,54.48,38.46,44.71,76.92,New Brunswick,human resources managers
0112,ER24,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER2420,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER2445,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER2450,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER2455,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER2460,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER2465,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER2475,21.1,38.46,56.73,25.71,50.0,76.92,Quebec,human resources managers
0112,ER35,23.08,40.87,67.31,26.07,45.67,69.4,Ontario,human resources managers
0112,ER3520,23.08,40.87,67.31,26.07,45.67,69.4,Ontario,human resources managers
0112,ER3530,21.98,38.46,69.67,24.04,44.1,70.19,Ontario,human resources managers
0112,ER3540,24.97,40.87,69.23,28.0,41.35,69.23,Ontario,human resources managers
0112,ER3580,23.08,40.87,67.31,26.07,45.67,69.4,Ontario,human resources managers
0112,ER3590,23.08,40.87,67.31,27.5,50.96,62.02,Ontario,human resources managers
0112,ER46,19.23,35.58,49.23,21.15,42.86,62.5,Manitoba,human resources managers
0112,ER4640,19.23,35.58,49.23,21.15,42.86,62.5,Manitoba,human resources managers
0112,ER4650,20.95,38.46,49.23,27.88,44.09,62.5,Manitoba,human resources managers
0112,ER48,27.88,46.15,78.02,33.65,55.29,79.33,Alberta,human resources managers
0112,ER4860,36.26,52.5,84.76,33.65,53.85,79.33,Alberta,human resources managers
0112,ER4870,26.0,44.345,76.7,33.65,55.29,79.33,Alberta,human resources managers
0112,ER59,22.0,37.5,60.44,24.04,43.27,74.52,British Columbia,human resources managers
0112,ER5910,22.0,37.5,60.44,34.85,46.1,65.13,British Columbia,human resources managers
0112,ER5920,21.48,38.0,61.03,24.04,43.27,74.52,British Columbia,human resources managers
0112,ER5930,22.0,37.5,60.44,24.04,43.27,74.52,British Columbia,human resources managers
0112,ER5950,22.0,37.5,60.44,24.04,43.27,74.52,British Columbia,human resources managers
0113,ER00,21.63,40.11,57.69,20.59,48.08,76.92,National,purchasing managers
0113,ER24,21.63,38.46,57.69,15.82,40.11,60.1,Quebec,purchasing managers
0113,ER2435,21.63,38.46,57.69,15.82,40.11,60.1,Quebec,purchasing managers
0113,ER2440,21.63,38.46,57.69,15.82,40.11,60.1,Quebec,purchasing managers
0113,ER2450,21.63,38.46,57.69,15.82,40.11,60.1,Quebec,purchasing managers
0113,ER2455,21.63,38.46,57.69,15.82,40.11,60.1,Quebec,purchasing managers
0113,ER35,22.5,40.87,54.95,24.05,41.58,63.07,Ontario,purchasing managers
0113,ER3510,22.5,40.87,54.95,22.5,42.85,61.39,Ontario,purchasing managers
0113,ER3530,18.36,40.87,54.95,26.46,41.86,65.62,Ontario,purchasing managers
0113,ER3540,22.5,40.87,54.95,26.46,42.33,58.14,Ontario,purchasing managers
0113,ER3550,22.5,40.87,54.95,24.53,41.04,65.67,Ontario,purchasing managers
0113,ER3560,22.5,40.87,54.95,24.05,41.58,63.07,Ontario,purchasing managers
0113,ER3570,22.5,40.87,54.95,24.05,41.58,63.07,Ontario,purchasing managers
0113,ER48,24.0,38.46,55.56,27.5,55.29,86.54,Alberta,purchasing managers
0113,ER4830,24.0,38.46,55.56,27.5,52.66,86.54,Alberta,purchasing managers
0113,ER4860,24.0,38.46,55.56,27.5,55.29,86.54,Alberta,purchasing managers
0113,ER4870,24.0,38.46,55.56,27.5,55.29,86.54,Alberta,purchasing managers
0113,ER59,22.15,36.21,52.88,20.19,40.43,64.9,British Columbia,purchasing managers
0113,ER5910,22.15,36.21,52.88,20.19,40.43,64.9,British Columbia,purchasing managers
0113,ER5920,22.15,36.21,52.88,20.19,40.43,64.9,British Columbia,purchasing managers
0113,ER5930,22.15,36.21,52.88,20.19,40.43,64.9,British Columbia,purchasing managers
0114,ER00,20.09,38.46,54.95,22.0,38.46,63.77,National,other administrative services managers
0114,ER12,21.63,33.65,61.54,23.36,33.11,57.69,Nova Scotia,other administrative services managers
0114,ER13,21.63,33.65,61.54,23.36,33.11,57.69,New Brunswick,other administrative services managers
0114,ER24,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2420,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2425,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2435,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2440,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2445,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2450,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2455,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER2475,14.54,32.97,50.0,22.25,40.0,54.95,Quebec,other administrative services managers
0114,ER35,21.0,40.87,64.9,22.0,33.65,63.77,Ontario,other administrative services managers
0114,ER3515,21.0,40.87,64.9,22.0,33.65,63.77,Ontario,other administrative services managers
0114,ER3520,21.0,40.87,64.9,22.0,33.65,63.77,Ontario,other administrative services managers
0114,ER3530,24.04,40.87,64.1,22.0,33.65,63.77,Ontario,other administrative services managers
0114,ER3540,21.0,40.87,64.9,22.0,33.65,63.77,Ontario,other administrative services managers
0114,ER3550,21.0,40.87,64.9,22.0,33.65,63.77,Ontario,other administrative services managers
0121,ER00,20.6,46.67,71.79,28.85,48.35,75.32,National,"insurance, real estate and financial brokerage managers"
0121,ER12,13.39,41.03,53.85,21.63,43.96,58.24,Nova Scotia,"insurance, real estate and financial brokerage managers"
0121,ER24,26.92,47.18,63.19,32.97,46.7,74.36,Quebec,"insurance, real estate and financial brokerage managers"
0121,ER2435,26.92,47.18,63.19,32.97,46.7,74.36,Quebec,"insurance, real estate and financial brokerage managers"
0121,ER2445,26.92,47.18,63.19,32.97,46.7,74.36,Quebec,"insurance, real estate and financial brokerage managers"
0121,ER35,20.51,46.5,75.12,27.24,49.52,75.32,Ontario,"insurance, real estate and financial brokerage managers"
0121,ER3510,20.51,46.5,75.12,27.24,49.52,75.32,Ontario,"insurance, real estate and financial brokerage managers"
0121,ER3515,20.51,46.5,75.12,27.24,49.52,75.32,Ontario,"insurance, real estate and financial brokerage managers"
0121,ER3530,26.67,48.08,76.92,28.85,54.87,90.66,Ontario,"insurance, real estate and financial brokerage managers"
0121,ER3540,20.51,46.5,75.12,31.25,43.96,71.79,Ontario,"insurance, real estate and financial brokerage managers"
0121,ER3550,20.51,46.5,75.12,28.85,45.64,58.46,Ontario,"insurance, real estate and financial brokerage managers"
0121,ER3560,20.51,46.5,75.12,35.9,51.79,60.44,Ontario,"insurance, real estate and financial brokerage managers"
0121,ER46,16.6,41.0,59.13,32.69,46.15,63.69,Manitoba,"insurance, real estate and financial brokerage managers"
0121,ER4660,16.6,41.0,59.13,32.69,46.15,63.69,Manitoba,"insurance, real estate and financial brokerage managers"
0121,ER47,28.82,51.23,67.93,34.62,49.52,68.27,Saskatchewan,"insurance, real estate and financial brokerage managers"
0121,ER48,26.44,50.48,68.68,23.08,54.44,96.15,Alberta,"insurance, real estate and financial brokerage managers"
0121,ER4830,26.44,50.48,68.68,46.63,54.44,84.13,Alberta,"insurance, real estate and financial brokerage managers"
0121,ER59,14.42,34.97,75.9,20.51,43.27,80.13,British Columbia,"insurance, real estate and financial brokerage managers"
0121,ER5920,20.0,36.38,75.9,23.08,43.27,76.92,British Columbia,"insurance, real estate and financial brokerage managers"
0121,ER5930,14.42,34.97,75.9,20.51,43.27,80.13,British Columbia,"insurance, real estate and financial brokerage managers"
0122,ER00,22.1,42.05,64.1,28.21,44.31,67.03,National,"banking, credit and other investment managers"
0122,ER10,18.27,32.69,53.85,24.0,40.87,50.0,Newfoundland and Labrador,"banking, credit and other investment managers"
0122,ER12,20.51,35.58,53.85,26.44,40.87,57.95,Nova Scotia,"banking, credit and other investment managers"
0122,ER1210,20.51,35.58,53.85,26.44,40.87,57.95,Nova Scotia,"banking, credit and other investment managers"
0122,ER1240,20.51,35.58,53.85,26.44,40.87,57.95,Nova Scotia,"banking, credit and other investment managers"
0122,ER1250,26.68,37.56,55.29,30.26,41.03,57.95,Nova Scotia,"banking, credit and other investment managers"
0122,ER13,18.27,32.69,53.85,20.0,35.9,46.7,New Brunswick,"banking, credit and other investment managers"
0122,ER24,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2420,20.43,39.66,57.69,27.86,41.03,57.69,Quebec,"banking, credit and other investment managers"
0122,ER2425,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2435,30.0,45.67,66.15,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2440,17.0,42.05,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2445,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2450,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2460,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2465,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2470,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER2475,20.43,39.66,57.69,26.37,40.25,65.93,Quebec,"banking, credit and other investment managers"
0122,ER35,24.0,45.19,67.31,28.85,47.18,68.49,Ontario,"banking, credit and other investment managers"
0122,ER3530,25.0,45.67,67.31,29.59,47.15,69.23,Ontario,"banking, credit and other investment managers"
0122,ER3540,27.4,44.18,53.85,40.0,52.31,69.23,Ontario,"banking, credit and other investment managers"
0122,ER3550,22.12,43.69,86.54,29.67,49.23,63.79,Ontario,"banking, credit and other investment managers"
0122,ER46,18.27,38.46,57.69,30.77,41.54,67.99,Manitoba,"banking, credit and other investment managers"
0122,ER4610,18.27,38.46,57.69,30.77,41.54,67.99,Manitoba,"banking, credit and other investment managers"
0122,ER4650,17.14,39.18,57.69,28.85,41.54,76.04,Manitoba,"banking, credit and other investment managers"
0122,ER47,25.38,44.62,66.35,30.0,45.94,72.0,Saskatchewan,"banking, credit and other investment managers"
0122,ER4710,25.64,45.33,61.54,30.72,46.15,69.23,Saskatchewan,"banking, credit and other investment managers"
0122,ER4730,25.38,44.62,66.35,30.0,45.94,72.0,Saskatchewan,"banking, credit and other investment managers"
0122,ER4750,25.38,44.62,66.35,30.0,45.94,72.0,Saskatchewan,"banking, credit and other investment managers"
0122,ER48,23.0,37.5,57.69,24.04,48.08,84.13,Alberta,"banking, credit and other investment managers"
0122,ER4810,23.0,37.5,57.69,24.04,48.08,84.13,Alberta,"banking, credit and other investment managers"
0122,ER4820,23.0,37.5,57.69,24.04,48.08,84.13,Alberta,"banking, credit and other investment managers"
0122,ER4830,27.83,38.46,61.06,28.36,52.08,87.95,Alberta,"banking, credit and other investment managers"
0122,ER4850,23.0,37.5,57.69,24.04,48.08,84.13,Alberta,"banking, credit and other investment managers"
0122,ER4860,23.0,37.5,57.69,24.04,48.08,84.13,Alberta,"banking, credit and other investment managers"
0122,ER4870,23.0,37.5,57.69,24.04,48.08,84.13,Alberta,"banking, credit and other investment managers"
0122,ER59,24.0,38.46,57.69,24.04,41.54,54.57,British Columbia,"banking, credit and other investment managers"
0122,ER5910,24.0,38.46,57.69,24.04,41.54,54.57,British Columbia,"banking, credit and other investment managers"
0122,ER5920,24.04,38.46,57.69,24.04,43.59,54.4,British Columbia,"banking, credit and other investment managers"
0122,ER5940,24.0,38.46,57.69,24.04,41.54,54.57,British Columbia,"banking, credit and other investment managers"
0124,ER00,21.54,38.46,62.73,24.04,41.15,67.31,National,"advertising, marketing and public relations managers"
0124,ER24,24.33,38.46,57.69,23.39,38.46,60.44,Quebec,"advertising, marketing and public relations managers"
0124,ER2420,24.33,38.46,57.69,23.39,38.46,60.44,Quebec,"advertising, marketing and public relations managers"
0124,ER2440,24.33,38.46,57.69,23.59,36.06,60.44,Quebec,"advertising, marketing and public relations managers"
0124,ER2450,24.33,38.46,57.69,23.39,38.46,60.44,Quebec,"advertising, marketing and public relations managers"
0124,ER2455,24.33,38.46,57.69,23.39,38.46,60.44,Quebec,"advertising, marketing and public relations managers"
0124,ER35,22.15,40.87,64.9,24.48,43.27,70.19,Ontario,"advertising, marketing and public relations managers"
0124,ER3510,22.15,40.87,64.9,24.48,43.27,70.19,Ontario,"advertising, marketing and public relations managers"
0124,ER3540,22.15,40.87,64.9,24.48,43.27,70.19,Ontario,"advertising, marketing and public relations managers"
0124,ER3550,22.15,40.87,64.9,25.64,43.27,60.1,Ontario,"advertising, marketing and public relations managers"
0124,ER3560,22.15,40.87,64.9,24.48,43.27,70.19,Ontario,"advertising, marketing and public relations managers"
0124,ER3590,22.15,40.87,64.9,25.0,36.92,57.98,Ontario,"advertising, marketing and public relations managers"
0124,ER3595,22.15,40.87,64.9,24.48,43.27,70.19,Ontario,"advertising, marketing and public relations managers"
0124,ER47,17.04,36.27,66.29,31.25,46.15,68.25,Saskatchewan,"advertising, marketing and public relations managers"
0124,ER4710,17.04,36.27,66.29,39.55,46.75,76.92,Saskatchewan,"advertising, marketing and public relations managers"
0124,ER4730,17.04,36.27,66.29,31.25,46.15,68.25,Saskatchewan,"advertising, marketing and public relations managers"
0124,ER48,18.03,38.46,61.54,30.77,40.87,72.12,Alberta,"advertising, marketing and public relations managers"
0124,ER59,18.41,33.65,75.0,23.08,37.69,76.92,British Columbia,"advertising, marketing and public relations managers"
0124,ER5910,18.41,33.65,75.0,23.08,37.69,76.92,British Columbia,"advertising, marketing and public relations managers"
0124,ER5920,21.0,39.23,75.0,23.08,37.69,76.92,British Columbia,"advertising, marketing and public relations managers"
0125,ER00,20.0,36.15,55.29,21.67,36.15,65.64,National,other business services managers
0125,ER1110,16.11,26.44,47.12,16.83,37.5,55.29,Prince Edward Island,other business services managers
0125,ER12,14.0,27.37,47.12,16.83,38.46,55.29,Nova Scotia,other business services managers
0125,ER1250,14.0,27.37,47.12,16.83,38.46,55.29,Nova Scotia,other business services managers
0125,ER24,24.17,47.18,76.92,24.73,36.4,72.12,Quebec,other business services managers
0125,ER2435,24.17,47.18,76.92,24.73,36.4,72.12,Quebec,other business services managers
0125,ER2440,24.17,47.18,76.92,24.73,36.4,72.12,Quebec,other business services managers
0125,ER2445,24.17,47.18,76.92,24.73,36.4,72.12,Quebec,other business services managers
0125,ER2460,24.17,47.18,76.92,24.73,36.4,72.12,Quebec,other business services managers
0125,ER35,20.13,38.94,55.29,21.67,35.0,60.1,Ontario,other business services managers
0125,ER3510,21.56274,37.543125,55.586826,21.67,35.0,60.1,Ontario,other business services managers
0125,ER3530,22.12,40.38,55.29,21.67,35.0,51.28,Ontario,other business services managers
0125,ER3540,20.905316,33.542039,55.0,21.67,35.0,60.1,Ontario,other business services managers
0125,ER3560,20.13,38.94,55.29,21.67,35.0,60.1,Ontario,other business services managers
0125,ER48,21.227319,42.556702,71.875799,28.58,53.99,90.26,Alberta,other business services managers
0125,ER4830,24.80897,46.599476,77.865449,29.07,53.99,92.89,Alberta,other business services managers
0125,ER4860,19.16688,38.812931,52.708919,28.85,54.91,82.26,Alberta,other business services managers
0125,ER59,19.23,33.0,50.96,18.3,33.65,86.54,British Columbia,other business services managers
0125,ER5910,19.23,33.0,50.96,18.3,33.65,86.54,British Columbia,other business services managers
0125,ER5920,19.23,31.25,50.96,18.3,33.65,93.33,British Columbia,other business services managers
0131,ER00,24.0,40.6,60.1,25.0,43.27,72.12,National,telecommunication carriers managers
0131,ER13,21.0,40.0,57.69,24.28,41.03,56.41,New Brunswick,telecommunication carriers managers
0131,ER24,16.83,35.38,50.48,15.0,38.46,56.66,Quebec,telecommunication carriers managers
0131,ER2420,16.83,35.38,50.48,15.0,38.46,56.66,Quebec,telecommunication carriers managers
0131,ER2435,16.83,35.38,50.48,15.0,38.46,56.66,Quebec,telecommunication carriers managers
0131,ER2440,16.83,35.38,50.48,15.0,38.46,56.66,Quebec,telecommunication carriers managers
0131,ER2445,16.83,35.38,50.48,15.0,38.46,56.66,Quebec,telecommunication carriers managers
0131,ER2455,16.83,35.38,50.48,15.0,38.46,56.66,Quebec,telecommunication carriers managers
0131,ER35,28.85,45.67,69.23,26.0,44.1,85.23,Ontario,telecommunication carriers managers
0131,ER3530,29.0,45.67,69.23,29.33,48.08,88.94,Ontario,telecommunication carriers managers
0131,ER3540,28.85,45.67,69.23,26.0,44.1,85.23,Ontario,telecommunication carriers managers
0131,ER3550,28.85,45.67,69.23,26.0,44.1,85.23,Ontario,telecommunication carriers managers
0131,ER3560,28.85,45.67,69.23,26.0,44.1,85.23,Ontario,telecommunication carriers managers
0131,ER48,29.85,43.27,52.79,28.85,37.5,41.03,Alberta,telecommunication carriers managers
0131,ER4830,41.31,43.27,52.79,28.85,37.5,41.03,Alberta,telecommunication carriers managers
0131,ER59,30.63,40.0,60.1,24.0,37.44,57.44,British Columbia,telecommunication carriers managers
0131,ER5910,30.63,40.0,60.1,24.0,37.44,57.44,British Columbia,telecommunication carriers managers
0131,ER5920,32.69,39.37,63.19,24.0,36.41,45.67,British Columbia,telecommunication carriers managers
0131,ER5930,30.63,40.0,60.1,24.0,37.44,57.44,British Columbia,telecommunication carriers managers
0211,ER00,25.33,48.08,74.52,30.77,52.31,76.92,National,engineering managers
0211,ER13,23.35,43.27,61.54,23.0,48.08,82.05,New Brunswick,engineering managers
0211,ER24,21.0,42.0,60.85,27.78,49.0,76.92,Quebec,engineering managers
0211,ER2435,24.5,40.576884,66.33,27.78,49.0,76.92,Quebec,engineering managers
0211,ER2440,21.0,42.0,60.85,23.0,50.96,76.92,Quebec,engineering managers
0211,ER2445,21.0,42.0,60.85,27.78,49.0,76.92,Quebec,engineering managers
0211,ER2450,21.0,42.0,60.85,27.78,49.0,76.92,Quebec,engineering managers
0211,ER2455,21.0,42.0,60.85,27.78,49.0,76.92,Quebec,engineering managers
0211,ER2460,21.0,42.0,60.85,27.78,49.0,76.92,Quebec,engineering managers
0211,ER35,27.88,50.0,72.12,30.05,51.28,75.0,Ontario,engineering managers
0211,ER3515,27.88,50.0,72.12,33.11,55.74,76.92,Ontario,engineering managers
0211,ER3520,27.88,50.0,72.12,30.05,51.28,75.0,Ontario,engineering managers
0211,ER3530,28.85,48.08,81.73,26.0,52.88,72.12,Ontario,engineering managers
0211,ER3540,27.88,50.0,72.12,30.05,51.28,75.0,Ontario,engineering managers
0211,ER3550,27.88,50.0,72.12,30.05,51.28,75.0,Ontario,engineering managers
0211,ER3560,27.88,50.0,72.12,30.05,51.28,75.0,Ontario,engineering managers
0211,ER3570,27.88,50.0,72.12,30.05,51.28,75.0,Ontario,engineering managers
0211,ER3590,27.88,50.0,72.12,30.05,51.28,75.0,Ontario,engineering managers
